# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		247084		1.0657791552781442e-24
1.0		1.0		1.0		-1		247085		1.0237867016394096e-24
1.0		1.0		1.0		-1		247086		9.648627950473201e-25
1.0		1.0		1.0		-1		247087		1.1023944287194299e-24
1.0		1.0		1.0		-1		247088		1.1117832192092965e-24
1.0		1.0		1.0		-1		247089		1.055562469090314e-24
1.0		1.0		1.0		-1		247090		9.881730974496248e-25
1.0		1.0		1.0		-1		247091		1.1630727679734666e-24
1.0		1.0		1.0		-1		247092		1.0734734083672824e-24
1.0		1.0		1.0		-1		247093		1.0698702268249486e-24
1.0		1.0		1.0		-1		247094		1.0569669513659796e-24
1.0		1.0		1.0		-1		247095		9.97085999712338e-25
1.0		1.0		1.0		-1		247096		1.1478503517640632e-24
1.0		1.0		1.0		-1		247097		7.595226208719466e-25
1.0		1.0		1.0		-1		247098		1.0456458253439764e-24
1.0		1.0		1.0		-1		247099		9.263083450640676e-25
1.0		1.0		1.0		-1		247100		9.643248895078975e-25

#***************************************************************************
#
# original cross-section: 1.0192487e-24
#     scale variation: +13.8% -11.5%
#     central scheme variation: +18% - 0%
# PDF variation: +6.82e-284% -6.8e-284%
#
# dynamical scheme # 1 : 1.06522e-24 +14% -11.7% # \sum ET
# dynamical scheme # 2 : 1.05539e-24 +14% -11.7% # \sum\sqrt{m^2+pt^2}
# dynamical scheme # 3 : 1.20291e-24 +14.7% -12.3% # 0.5 \sum\sqrt{m^2+pt^2}
# dynamical scheme # 4 : 1.01925e-24 +13.8% -11.5% # \sqrt{\hat s}
#***************************************************************************
