0.000596624295533177, 0.00007832898172323646
0.0012946415250589133, 0.0004751958224543072
0.002469012931061493, 0.001540469973890339
0.003716151901752404, 0.002919060052219322
0.008601603892866365, 0.005091383812010445
0.012137022289906494, 0.005467362924281985
0.015378567664623762, 0.005467362924281985
0.02123747123935598, 0.005195822454308094
0.03337063616686569, 0.004276762402088772
0.046084130933929934, 0.003587467362924283
0.08601603892866383, 0.00229242819843342
0.16054895260116528, 0.0014151436031331587
0.30618316527628575, 0.0007676240208877288
0.84184792322178, 0.0003289817232375973
3.128434760866936, 0.00009921671018276769
