massPhi	mass_S1	mass_S2	ctau	nevents	efficiency
125	55	55	1.135733358343105	10000	0.0004857897136
125	55	55	1.1758495540521563	10000	0.0005075788477669999
125	55	55	1.2173827277396614	10000	0.0005268254380999995
125	55	55	1.2603829296797273	10000	0.0006049497696499998
125	55	55	1.3049019780144022	10000	0.00038238152050000003
125	55	55	1.3509935211980264	10000	0.0005699715337499997
125	55	55	1.398713102647238	10000	0.0005360108835999999
125	55	55	1.4481182276745337	10000	0.000490776558267
125	55	55	1.4992684327860455	10000	0.0005667996959839996
125	55	55	1.5522253574270473	10000	0.0005799271256999999
125	55	55	1.6070528182616384	10000	0.000563358612817
125	55	55	1.6638168860761282	10000	0.0007087621750999995
125	55	55	1.7225859653987865	10000	0.00041637200793400033
125	55	55	1.7834308769319094	10000	0.0005392294569499996
125	55	55	1.8464249428955435	10000	0.00043774651214999974
125	55	55	1.9116440753857018	10000	0.00040967148626700053
125	55	55	1.9791668678535563	10000	0.00045488308010000004
125	55	55	2.049074689815847	10000	0.0004224588343000005
125	55	55	2.12145178491063	10000	0.0006364801562839997
125	55	55	2.196385372416546	10000	0.0005070462052339996
125	55	55	2.2739657523579275	10000	0.00044803111336700035
125	55	55	2.3542864143224165	10000	0.00037165493723400017
125	55	55	2.4374441501222206	10000	0.0004557119570670001
125	55	55	2.523539170434766	10000	0.00042686956026699986
125	55	55	2.612675225563328	10000	0.00045225116565000015
125	55	55	2.704959730463134	10000	0.00034035620145000023
125	55	55	2.800503894183631	10000	0.00028735360416700013
125	55	55	2.899422853882877	10000	0.0003988205599999999
125	55	55	3.001835813575589	10000	0.00036781595960000006
125	55	55	3.107866187782012	10000	0.00031380239026700005
125	55	55	3.2176417502507353	10000	0.00019467194049999987
125	55	55	3.3312947879346737	10000	0.0004119165294000001
125	55	55	3.448962260405758	10000	0.0003156098330999998
125	55	55	3.5707859649004625	10000	0.0003855113849000001
125	55	55	3.6969127071950263	10000	0.0004102649603000001
125	55	55	3.827494478516311	10000	0.0002490282730999997
125	55	55	3.9626886387014784	10000	0.0003162555035670002
125	55	55	4.102658105827192	10000	0.00018054703389999984
125	55	55	4.247571552536899	10000	0.0002151265716999999
125	55	55	4.397603609302719	10000	0.00031567256490000006
125	55	55	4.552935074866948	10000	0.00024930340229999993
125	55	55	4.7137531341167245	10000	0.00018169584279999988
125	55	55	4.880251583654431	10000	0.00019309817009999981
125	55	55	5.05263106533568	10000	0.0002217372046669997
125	55	55	5.231099308056261	10000	0.00017354315549999985
125	55	55	5.415871378079471	10000	9.376934810000003e-05
125	55	55	5.607169938205458	10000	0.00014693123849999983
125	55	55	5.8052255160948985	10000	0.00022607958769999982
125	55	55	6.010276782070382	10000	0.00015683610976699987
125	55	55	6.222570836730228	10000	9.868786860000002e-05
125	55	55	6.44236350872137	10000	8.817734766700003e-05
125	55	55	6.669919663030122	10000	8.063097376699998e-05
125	55	55	6.9055135201623274	10000	8.418183806700002e-05
125	55	55	7.149428986597577	10000	0.00012357331956699998
125	55	55	7.40195999691564	10000	0.0001250077587
125	55	55	7.663410868007454	10000	0.00010640786976700001
125	55	55	7.934096665797492	10000	7.254775389999997e-05
125	55	55	8.214343584919426	10000	4.842534320000001e-05
125	55	55	8.504489341802678	10000	0.00012020146639999996
125	55	55	8.80488358164346	10000	9.916878410000001e-05
125	55	55	9.115888299750818	10000	8.405039049999997e-05
125	55	55	9.437878277775381	10000	8.320128559999998e-05
125	55	55	9.771241535346496	10000	4.01948844e-05
125	55	55	10.11637979766207	10000	1.64706261e-05
125	55	55	10.473708979594498	10000	6.229577340000002e-05
125	55	55	10.843659686896098	10000	6.137453840000002e-05
125	55	55	11.226677735108137	10000	0.00010800039909999997
125	55	55	11.623224686798519	10000	7.994713760000006e-05
125	55	55	12.033778407775893	10000	5.865732939999999e-05
125	55	55	12.458833642950081	10000	3.3393735500000006e-05
125	55	55	12.89890261253308	10000	8.740081279999998e-05
125	55	55	13.354515629298987	10000	4.2995727499999984e-05
125	55	55	13.82622173764655	10000	6.176723820000003e-05
125	55	55	14.314589375234785	10000	4.513842980000001e-05
125	55	55	14.820207057988586	10000	9.367169970000004e-05
125	55	55	15.343684089300117	10000	3.377151480000001e-05
125	55	55	15.885651294280526	10000	0.00011382284489999995
125	55	55	16.446761779946627	10000	5.926176400000002e-06
125	55	55	17.027691722258997	10000	1.9876791899999996e-05
125	55	55	17.62914118095948	10000	3.24355957e-05
125	55	55	18.251834943190424	10000	1.8953116700000005e-05
125	55	55	18.896523396912098	10000	3.8692731799999994e-05
125	55	55	19.563983435170627	10000	2.46218957e-05
125	55	55	20.255019392306664	10000	3.252069899999999e-05
125	55	55	20.970464013232327	10000	4.689399099999999e-06
125	55	55	21.711179456945032	10000	2.7042740700000005e-05
125	55	55	22.47805833548725	10000	2.9910882300000008e-05
125	55	55	23.272024789604075	10000	4.0175311e-06
125	55	55	24.094035602395245	10000	3.715622340000001e-05
125	55	55	24.945081352303166	10000	2.1467185e-06
125	55	55	25.826187606826746	10000	4.673411867000001e-06
125	55	55	26.738416158399467	10000	4.1260087000000015e-06
125	55	55	27.682866303920637	10000	2.6336007e-06
125	55	55	28.660676169482503	10000	2.5306071670000002e-06
125	55	55	29.673024081888695	10000	2.31173848e-05
125	55	55	30.72112998861756	10000	6.025005e-06
125	55	55	31.80625692794119	10000	3.3126451000000017e-06
125	55	55	32.92971255097148	10000	6.833458700000001e-06
125	55	55	34.09285069746811	10000	2.5396804000000005e-06
125	55	55	35.2970730273065	10000	4.763999700000001e-06
125	55	55	36.543830709572546	10000	8.2225247e-06
125	55	55	37.83462617131929	10000	5.022637000000001e-06
125	55	55	39.171014908092566	10000	3.0606991e-06
125	55	55	40.554607358408276	10000	6.7556e-06
125	55	55	41.9870708444391	10000	4.038425000000002e-06
125	55	55	43.47013158125022	10000	3.5239736999999995e-06
125	55	55	45.005576757004974	10000	2.9056060000000003e-06
125	55	55	46.59525668664677	10000	2.2193829999999996e-06
125	55	55	48.241087041653685	10000	1.483359e-06
125	55	55	49.9450511585514	10000	1.4595448000000005e-06
125	55	55	51.70920242896755	10000	1.6398920000000002e-06
125	55	55	53.53566677410724	10000	7.610780000000001e-07
125	55	55	55.426645206631015	10000	2.03794e-06
125	55	55	57.38441648302393	10000	1.1778637999999997e-06
125	55	55	59.41133984965034	10000	6.624693999999999e-06
125	55	55	61.50985788580498	10000	7.049926999999999e-06
125	55	55	63.68249944718586	10000	2.968329e-06
125	55	55	65.93188271333541	10000	1.6152300000000002e-06
125	55	55	68.26071834272386	10000	9.698430000000001e-07
125	55	55	70.67181273927491	10000	1.897944e-06
125	55	55	73.16807143427192	10000	1.879128e-06
125	55	55	75.75250258771912	10000	1.073368e-06
125	55	55	78.42822061337682	10000	1.013866e-06
125	55	55	81.19844993184009	10000	4.578967e-07
125	55	55	84.06652885618325	10000	1.2499005999999998e-05
125	55	55	87.03591361485157	10000	2.10371e-06
125	55	55	90.11018251665018	10000	1.018394e-06
125	55	55	93.29304026284686	10000	7.89341e-07
125	55	55	96.58832241158699	10000	3.37142e-07
125	55	55	100.0	10000	2.5333500000000004e-07
