massPhi	mass_S1	mass_S2	ctau	nevents	efficiency
1000	275	275	0.1	5000	0.0003842220562000105
1000	275	275	0.10353218432956621	5000	0.0003681028536000093
1000	275	275	0.10718913192051278	5000	0.00036890933500001097
1000	275	275	0.11097524964120718	5000	0.00036512571220000936
1000	275	275	0.11489510001873092	5000	0.0005195987436000072
1000	275	275	0.11895340673703195	5000	0.0005183957830000077
1000	275	275	0.12315506032928256	5000	0.0005050631908000098
1000	275	275	0.12750512407130132	5000	0.00047989784300001215
1000	275	275	0.1320088400831418	5000	0.000461068138200012
1000	275	275	0.13667163564620066	5000	0.0007101856750000083
1000	275	275	0.1414991297434576	5000	0.0006969028754000098
1000	275	275	0.14649713983072857	5000	0.0005968435850000113
1000	275	275	0.15167168884709228	5000	0.000758854415800007
1000	275	275	0.1570290124729377	5000	0.000843508486200008
1000	275	275	0.16257556664437942	5000	0.0009099000780000058
1000	275	275	0.16831803533309567	5000	0.001170573503000006
1000	275	275	0.174263338600965	5000	0.0012977242710000038
1000	275	275	0.18041864093920723	5000	0.0008579432080000075
1000	275	275	0.1867913599020783	5000	0.0014386174432000048
1000	275	275	0.1933891750455231	5000	0.001636078467600002
1000	275	275	0.20022003718155845	5000	0.0021055754145999574
1000	275	275	0.20729217795953708	5000	0.0025309906383999318
1000	275	275	0.2146141197858404	5000	0.0021998241733999758
1000	275	275	0.22219468609395238	5000	0.002846653475799914
1000	275	275	0.2300430119772918	5000	0.003328203231999914
1000	275	275	0.23816855519761582	5000	0.0031556271949998937
1000	275	275	0.24658110758226026	5000	0.00426225911880001
1000	275	275	0.2552908068239517	5000	0.0038092072519999485
1000	275	275	0.26430814869741054	5000	0.0050109407213999955
1000	275	275	0.27364399970746706	5000	0.005096868429599998
1000	275	275	0.2833096101839324	5000	0.004804858094999981
1000	275	275	0.29331662783900436	5000	0.007435117934600096
1000	275	275	0.30367711180354584	5000	0.006731699297200071
1000	275	275	0.31440354715915003	5000	0.00874765703540022
