massPhi	mass_S1	mass_S2	ctau	nevents	efficiency
400	100	100	7.149428986597577	10000	0.004462125146099989
400	100	100	7.40195999691564	10000	0.004515185629399988
400	100	100	7.663410868007454	10000	0.00425954976759999
400	100	100	7.934096665797492	10000	0.005033697126499984
400	100	100	8.214343584919426	10000	0.003456079310499997
400	100	100	8.504489341802678	10000	0.003862495452199991
400	100	100	8.80488358164346	10000	0.0037153482793999965
400	100	100	9.115888299750818	10000	0.0031741615180000005
400	100	100	9.437878277775381	10000	0.003483950778599998
400	100	100	9.771241535346496	10000	0.0027767686739999975
400	100	100	10.11637979766207	10000	0.002980073646499999
400	100	100	10.473708979594498	10000	0.0029632549380000004
400	100	100	10.843659686896098	10000	0.0026706058916999994
400	100	100	11.226677735108137	10000	0.0026077054911999974
400	100	100	11.623224686798519	10000	0.001989737399899999
400	100	100	12.033778407775893	10000	0.0023161212165999996
400	100	100	12.458833642950081	10000	0.001487801792200005
400	100	100	12.89890261253308	10000	0.001967196516800003
400	100	100	13.354515629298987	10000	0.001683354209100002
400	100	100	13.82622173764655	10000	0.0014915842963000021
400	100	100	14.314589375234785	10000	0.0014275656560000013
400	100	100	14.820207057988586	10000	0.0014013455752000016
400	100	100	15.343684089300117	10000	0.001501894064800001
400	100	100	15.885651294280526	10000	0.0015249823843000007
400	100	100	16.446761779946627	10000	0.0014042241820000018
400	100	100	17.027691722258997	10000	0.0012334901077000005
400	100	100	17.62914118095948	10000	0.0009908097697999985
400	100	100	18.251834943190424	10000	0.0008688591449999991
400	100	100	18.896523396912098	10000	0.0009899484548000009
400	100	100	19.563983435170627	10000	0.0010687036812000008
400	100	100	20.255019392306664	10000	0.0006155275103999999
400	100	100	20.970464013232327	10000	0.0006600807211999988
400	100	100	21.711179456945032	10000	0.0008737622498999995
400	100	100	22.47805833548725	10000	0.0005471604055000002
400	100	100	23.272024789604075	10000	0.0005158790210999997
400	100	100	24.094035602395245	10000	0.0005370747675999996
400	100	100	24.945081352303166	10000	0.0006324445634
400	100	100	25.826187606826746	10000	0.0006796473032000001
400	100	100	26.738416158399467	10000	0.0005787533082999992
400	100	100	27.682866303920637	10000	0.0004063911233999996
400	100	100	28.660676169482503	10000	0.0002996807265000003
400	100	100	29.673024081888695	10000	0.0003588031553000001
400	100	100	30.72112998861756	10000	0.00043200553469999967
400	100	100	31.80625692794119	10000	0.0003287616901
400	100	100	32.92971255097148	10000	0.0002659043931
400	100	100	34.09285069746811	10000	0.00027339289690000014
400	100	100	35.2970730273065	10000	0.000356515614
400	100	100	36.543830709572546	10000	0.00021668424620000014
400	100	100	37.83462617131929	10000	0.00035944093260000014
400	100	100	39.171014908092566	10000	0.00028826966669999996
400	100	100	40.554607358408276	10000	0.00039294848419999987
400	100	100	41.9870708444391	10000	0.00025808271489999996
400	100	100	43.47013158125022	10000	0.0002254240246000002
400	100	100	45.005576757004974	10000	0.0002370955879000002
400	100	100	46.59525668664677	10000	0.00019575938660000003
400	100	100	48.241087041653685	10000	0.00017096889420000014
400	100	100	49.9450511585514	10000	0.00010798143449999995
400	100	100	51.70920242896755	10000	0.00018700338360000025
400	100	100	53.53566677410724	10000	9.366352079999998e-05
400	100	100	55.426645206631015	10000	2.9224993000000003e-05
400	100	100	57.38441648302393	10000	0.00013958810329999985
400	100	100	59.41133984965034	10000	0.00010219748939999993
400	100	100	61.50985788580498	10000	6.398537420000002e-05
400	100	100	63.68249944718586	10000	0.00016699908450000002
400	100	100	65.93188271333541	10000	0.00010288640699999996
400	100	100	68.26071834272386	10000	0.00013048754790000001
400	100	100	70.67181273927491	10000	0.00016316920669999998
400	100	100	73.16807143427192	10000	7.167575739999993e-05
400	100	100	75.75250258771912	10000	0.00014656934410000003
400	100	100	78.42822061337682	10000	9.195832330000001e-05
400	100	100	81.19844993184009	10000	4.72674687e-05
400	100	100	84.06652885618325	10000	3.7845125299999964e-05
400	100	100	87.03591361485157	10000	2.6289015200000016e-05
400	100	100	90.11018251665018	10000	6.746179329999995e-05
400	100	100	93.29304026284686	10000	9.17980223e-05
400	100	100	96.58832241158699	10000	9.321361700000001e-06
400	100	100	100.0	10000	6.668335979999995e-05
